dteday,yr,mnth,weekday,season,is_holiday,is_weekend,workingday,weather_code,t1,t2,hum,wind_speed,cnt,n_hours_observed
2015-09-22,2015,9,2,2.0,0.0,0.0,1,7.0,12.42,12.42,83.15,12.56,20434,24
2015-09-23,2015,9,3,2.0,0.0,0.0,1,2.0,14.12,13.92,71.46,18.29,33977,24
2015-09-24,2015,9,4,2.0,0.0,0.0,1,7.0,15.58,15.58,71.69,19.94,29396,24
2015-09-25,2015,9,5,2.0,0.0,0.0,1,2.0,13.73,13.73,67.52,10.73,34783,24
2015-09-26,2015,9,6,2.0,0.0,1.0,0,3.0,13.19,13.17,68.94,8.5,32636,24
2015-09-27,2015,9,0,2.0,0.0,1.0,0,1.0,13.65,13.58,72.58,11.65,29817,24
2015-09-28,2015,9,1,2.0,0.0,0.0,1,1.0,13.98,13.98,74.19,14.92,33138,24
2015-09-29,2015,9,2,2.0,0.0,0.0,1,1.0,14.75,14.75,70.1,16.35,34436,24
2015-09-30,2015,9,3,2.0,0.0,0.0,1,1.0,14.31,14.31,68.17,17.02,34941,24
2015-10-01,2015,10,4,2.0,0.0,0.0,1,3.0,14.25,14.25,71.88,15.77,34562,24
2015-10-02,2015,10,5,2.0,0.0,0.0,1,1.0,13.69,13.69,73.31,10.73,35503,24
2015-10-03,2015,10,6,2.0,0.0,1.0,0,3.0,12.67,12.67,81.23,5.71,28956,24
2015-10-04,2015,10,0,2.0,0.0,1.0,0,2.0,13.33,13.1,72.83,9.85,29884,24
2015-10-05,2015,10,1,2.0,0.0,0.0,1,7.0,15.9,15.9,87.94,13.75,20741,24
2015-10-06,2015,10,2,2.0,0.0,0.0,1,7.0,16.65,16.65,87.23,12.42,25892,24
2015-10-07,2015,10,3,2.0,0.0,0.0,1,7.0,14.88,14.88,81.94,19.08,28629,24
2015-10-08,2015,10,4,2.0,0.0,0.0,1,1.0,12.4,11.81,72.83,8.42,33676,24
2015-10-09,2015,10,5,2.0,0.0,0.0,1,2.0,12.57,12.5,76.76,6.91,32006,23
2015-10-10,2015,10,6,2.0,0.0,1.0,0,3.0,13.0,12.98,81.31,11.12,29416,24
2015-10-11,2015,10,0,2.0,0.0,1.0,0,1.0,12.29,12.04,72.56,13.21,27796,24
2015-10-12,2015,10,1,2.0,0.0,0.0,1,4.0,11.27,10.96,70.08,10.0,31292,24
2015-10-13,2015,10,2,2.0,0.0,0.0,1,3.0,10.58,9.42,73.42,14.53,20114,18
2015-10-14,2015,10,3,2.0,0.0,0.0,1,2.0,10.48,9.81,75.04,13.5,30579,24
2015-10-15,2015,10,4,2.0,0.0,0.0,1,3.0,11.23,10.56,77.88,13.15,30874,24
2015-10-16,2015,10,5,2.0,0.0,0.0,1,4.0,12.5,12.5,78.56,16.48,30075,24
2015-10-17,2015,10,6,2.0,0.0,1.0,0,3.0,12.06,12.06,76.75,13.75,24327,24
2015-10-18,2015,10,0,2.0,0.0,1.0,0,3.0,13.04,13.04,79.73,9.15,23070,24
2015-10-19,2015,10,1,2.0,0.0,0.0,1,3.0,12.73,12.73,79.19,7.38,29952,24
2015-10-20,2015,10,2,2.0,0.0,0.0,1,2.0,11.54,11.25,75.52,8.02,32718,24
2015-10-21,2015,10,3,2.0,0.0,0.0,1,7.0,12.5,12.29,88.44,15.52,18922,24
2015-10-22,2015,10,4,2.0,0.0,0.0,1,4.0,13.98,13.98,69.92,16.92,30326,24
2015-10-23,2015,10,5,2.0,0.0,0.0,1,4.0,12.88,12.88,65.5,7.52,30273,24
2015-10-24,2015,10,6,2.0,0.0,1.0,0,7.0,12.73,12.52,77.75,10.79,16876,24
2015-10-25,2015,10,0,2.0,0.0,1.0,0,1.0,9.0,7.83,75.7,8.51,23133,23
2015-10-26,2015,10,1,2.0,0.0,0.0,1,3.0,11.71,11.0,85.92,13.56,30364,24
2015-10-27,2015,10,2,2.0,0.0,0.0,1,1.0,14.4,14.4,84.96,12.23,32436,24
2015-10-28,2015,10,3,2.0,0.0,0.0,1,7.0,13.58,13.58,84.77,10.88,23881,24
2015-10-29,2015,10,4,2.0,0.0,0.0,1,7.0,13.42,13.27,87.79,13.4,27339,24
2015-10-30,2015,10,5,2.0,0.0,0.0,1,7.0,14.69,14.69,82.04,13.58,23970,24
2015-10-31,2015,10,6,2.0,0.0,1.0,0,1.0,12.38,12.38,87.9,9.75,27464,24
2015-11-01,2015,11,0,2.0,0.0,1.0,0,4.0,9.21,8.85,97.69,5.21,22848,24
2015-11-02,2015,11,1,2.0,0.0,0.0,1,4.0,10.5,10.04,95.0,9.17,28033,24
2015-11-03,2015,11,2,2.0,0.0,0.0,1,3.0,11.9,11.71,88.62,9.04,30710,24
2015-11-04,2015,11,3,2.0,0.0,0.0,1,7.0,13.48,13.48,88.54,8.4,23462,24
2015-11-05,2015,11,4,2.0,0.0,0.0,1,7.0,15.17,15.17,87.44,14.33,24503,24
2015-11-06,2015,11,5,2.0,0.0,0.0,1,3.0,16.23,16.23,84.81,18.12,25431,24
2015-11-07,2015,11,6,2.0,0.0,1.0,0,7.0,15.77,15.77,83.65,22.9,14881,24
2015-11-08,2015,11,0,2.0,0.0,1.0,0,3.0,14.17,14.06,85.48,16.29,18754,24
2015-11-09,2015,11,1,2.0,0.0,0.0,1,3.0,13.88,13.88,73.98,27.04,28474,24
2015-11-10,2015,11,2,2.0,0.0,0.0,1,3.0,15.75,15.75,81.48,22.94,29206,24
2015-11-11,2015,11,3,2.0,0.0,0.0,1,4.0,14.77,14.77,71.71,20.33,29899,24
2015-11-12,2015,11,4,2.0,0.0,0.0,1,2.0,14.25,14.25,81.19,17.23,28962,24
2015-11-13,2015,11,5,2.0,0.0,0.0,1,7.0,10.67,8.83,66.0,27.94,25252,24
2015-11-14,2015,11,6,2.0,0.0,1.0,0,7.0,11.25,9.79,81.29,23.33,8898,24
2015-11-15,2015,11,0,2.0,0.0,1.0,0,4.0,15.52,15.52,72.48,34.06,17594,24
2015-11-16,2015,11,1,2.0,0.0,0.0,1,7.0,13.65,13.65,73.62,21.88,26507,24
2015-11-17,2015,11,2,2.0,0.0,0.0,1,7.0,14.77,14.77,77.39,29.2,22768,22
2015-11-18,2015,11,3,2.0,0.0,0.0,1,2.0,14.03,14.03,69.5,31.67,25926,18
2015-11-19,2015,11,4,2.0,0.0,0.0,1,7.0,11.58,11.19,80.0,21.52,23695,24
2015-11-20,2015,11,5,2.0,0.0,0.0,1,2.0,9.06,6.1,67.5,22.31,25788,24
2015-11-21,2015,11,6,2.0,0.0,1.0,0,1.0,4.38,-0.38,68.02,26.25,12751,24
2015-11-22,2015,11,0,2.0,0.0,1.0,0,2.0,3.52,0.79,74.67,10.67,13118,24
2015-11-23,2015,11,1,2.0,0.0,0.0,1,1.0,5.04,2.73,74.96,11.15,23908,24
2015-11-24,2015,11,2,2.0,0.0,0.0,1,7.0,9.04,6.23,83.71,19.92,21175,24
2015-11-25,2015,11,3,2.0,0.0,0.0,1,7.0,8.94,6.94,76.67,16.17,26000,24
2015-11-26,2015,11,4,2.0,0.0,0.0,1,3.0,9.4,8.52,86.31,7.54,26626,24
2015-11-27,2015,11,5,2.0,0.0,0.0,1,7.0,11.29,10.54,83.67,20.73,23517,24
2015-11-28,2015,11,6,2.0,0.0,1.0,0,7.0,8.12,5.35,69.81,27.25,16336,24
2015-11-29,2015,11,0,2.0,0.0,1.0,0,7.0,12.04,12.04,72.04,34.08,11392,24
2015-11-30,2015,11,1,2.0,0.0,0.0,1,7.0,12.02,11.48,77.52,26.07,20918,23
2015-12-01,2015,12,2,3.0,0.0,0.0,1,7.0,13.04,12.98,74.31,20.25,26559,24
2015-12-02,2015,12,3,3.0,0.0,0.0,1,4.0,13.02,13.02,72.48,20.75,27789,24
2015-12-03,2015,12,4,3.0,0.0,0.0,1,7.0,12.92,12.92,76.94,21.12,25899,24
2015-12-04,2015,12,5,3.0,0.0,0.0,1,2.0,11.04,9.98,70.27,25.06,25956,24
2015-12-05,2015,12,6,3.0,0.0,1.0,0,4.0,12.65,12.65,66.27,36.83,16511,24
2015-12-06,2015,12,0,3.0,0.0,1.0,0,7.0,13.44,13.44,80.27,23.15,15478,24
2015-12-07,2015,12,1,3.0,0.0,0.0,1,3.0,13.31,13.31,81.54,14.48,25734,24
2015-12-08,2015,12,2,3.0,0.0,0.0,1,7.0,12.27,11.71,73.75,20.75,23430,24
2015-12-09,2015,12,3,3.0,0.0,0.0,1,1.0,9.58,8.46,73.9,18.27,27562,24
2015-12-10,2015,12,4,3.0,0.0,0.0,1,7.0,11.54,11.38,77.9,22.44,23115,24
2015-12-11,2015,12,5,3.0,0.0,0.0,1,3.0,10.08,8.88,76.04,20.38,23259,24
2015-12-12,2015,12,6,3.0,0.0,1.0,0,3.0,11.68,11.2,73.08,23.38,15815,20
2015-12-13,2015,12,0,3.0,0.0,1.0,0,7.0,8.44,6.94,91.35,10.25,12291,24
2015-12-14,2015,12,1,3.0,0.0,0.0,1,7.0,9.21,7.73,84.98,9.73,23835,24
2015-12-15,2015,12,2,3.0,0.0,0.0,1,7.0,11.46,11.12,92.25,10.71,20201,24
2015-12-16,2015,12,3,3.0,0.0,0.0,1,7.0,14.48,14.48,81.69,20.46,25558,24
2015-12-17,2015,12,4,3.0,0.0,0.0,1,1.0,14.31,14.31,72.46,18.94,25804,24
2015-12-18,2015,12,5,3.0,0.0,0.0,1,2.0,13.1,13.1,79.04,17.19,25730,24
2015-12-19,2015,12,6,3.0,0.0,1.0,0,1.0,15.38,15.38,74.54,22.33,18754,24
2015-12-20,2015,12,0,3.0,0.0,1.0,0,7.0,12.77,12.54,74.29,20.38,13060,24
2015-12-21,2015,12,1,3.0,0.0,0.0,1,7.0,10.88,9.69,77.54,22.6,18136,24
2015-12-22,2015,12,2,3.0,0.0,0.0,1,7.0,14.19,14.19,80.67,31.4,17458,24
2015-12-23,2015,12,3,3.0,0.0,0.0,1,2.0,11.35,11.08,69.04,23.17,18451,24
2015-12-24,2015,12,4,3.0,0.0,0.0,1,3.0,10.92,9.9,68.31,25.56,8908,24
2015-12-25,2015,12,5,3.0,1.0,0.0,0,7.0,11.27,10.35,79.44,18.04,22423,24
2015-12-26,2015,12,6,3.0,0.0,1.0,0,7.0,14.73,14.73,74.08,27.42,10230,24
2015-12-27,2015,12,0,3.0,0.0,1.0,0,3.0,14.33,14.33,81.15,22.0,9378,24
2015-12-28,2015,12,1,3.0,1.0,0.0,0,1.0,11.73,11.56,73.42,15.04,13732,24
2015-12-29,2015,12,2,3.0,0.0,0.0,1,7.0,11.75,11.58,74.52,17.21,15592,24
2015-12-30,2015,12,3,3.0,0.0,0.0,1,7.0,12.58,12.54,69.38,25.08,12301,24
2015-12-31,2015,12,4,3.0,0.0,0.0,1,7.0,9.52,7.23,69.31,23.4,13889,24
