dteday,yr,mnth,weekday,season,is_holiday,is_weekend,workingday,weather_code,t1,t2,hum,wind_speed,cnt,n_hours_observed
2016-09-19,2016,9,1,2.0,0.0,0.0,1,4.0,18.1,18.1,70.1,7.33,33109,24
2016-09-20,2016,9,2,2.0,0.0,0.0,1,7.0,16.83,16.83,78.42,6.42,37292,24
2016-09-21,2016,9,3,2.0,0.0,0.0,1,1.0,18.1,18.04,70.25,9.35,40267,24
2016-09-22,2016,9,4,2.0,0.0,0.0,1,3.0,17.42,17.42,71.33,11.6,38043,24
2016-09-23,2016,9,5,2.0,0.0,0.0,1,1.0,15.73,15.73,59.44,10.38,38528,24
2016-09-24,2016,9,6,2.0,0.0,1.0,0,1.0,18.79,18.62,62.02,15.75,35786,24
2016-09-25,2016,9,0,2.0,0.0,1.0,0,1.0,17.69,17.69,62.25,19.88,29663,24
2016-09-26,2016,9,1,2.0,0.0,0.0,1,2.0,15.38,15.38,69.1,10.48,34774,24
2016-09-27,2016,9,2,2.0,0.0,0.0,1,3.0,17.1,17.1,75.88,15.62,35751,24
2016-09-28,2016,9,3,2.0,0.0,0.0,1,3.0,17.94,17.94,75.35,21.25,38529,24
2016-09-29,2016,9,4,2.0,0.0,0.0,1,7.0,17.65,17.65,69.56,24.79,34511,24
2016-09-30,2016,9,5,2.0,0.0,0.0,1,1.0,15.31,15.31,66.58,16.79,33753,24
2016-10-01,2016,10,6,2.0,0.0,1.0,0,7.0,13.02,13.02,81.69,9.0,17593,24
2016-10-02,2016,10,0,2.0,0.0,1.0,0,2.0,13.21,13.21,71.85,13.56,27022,24
2016-10-03,2016,10,1,2.0,0.0,0.0,1,1.0,13.21,13.1,69.06,6.48,35582,24
2016-10-04,2016,10,2,2.0,0.0,0.0,1,2.0,14.77,14.77,77.73,20.56,36807,24
2016-10-05,2016,10,3,2.0,0.0,0.0,1,1.0,14.27,14.27,62.69,28.71,35993,24
2016-10-06,2016,10,4,2.0,0.0,0.0,1,3.0,13.27,13.27,59.42,19.35,35005,24
2016-10-07,2016,10,5,2.0,0.0,0.0,1,3.0,13.96,13.96,73.71,11.04,33050,24
2016-10-08,2016,10,6,2.0,0.0,1.0,0,7.0,14.0,14.0,77.15,8.98,26884,24
2016-10-09,2016,10,0,2.0,0.0,1.0,0,1.0,12.1,11.75,72.02,10.1,25082,24
2016-10-10,2016,10,1,2.0,0.0,0.0,1,1.0,10.44,9.96,75.62,9.17,32760,24
2016-10-11,2016,10,2,2.0,0.0,0.0,1,2.0,10.88,10.56,75.23,7.92,34914,24
2016-10-12,2016,10,3,2.0,0.0,0.0,1,7.0,12.56,12.54,76.83,13.67,32282,24
2016-10-13,2016,10,4,2.0,0.0,0.0,1,7.0,11.25,10.54,77.46,17.35,30587,24
2016-10-14,2016,10,5,2.0,0.0,0.0,1,4.0,12.0,11.98,74.65,11.27,32324,24
2016-10-15,2016,10,6,2.0,0.0,1.0,0,7.0,13.21,13.21,78.25,8.75,23488,24
2016-10-16,2016,10,0,2.0,0.0,1.0,0,7.0,13.92,13.65,82.88,14.44,18527,24
2016-10-17,2016,10,1,2.0,0.0,0.0,1,1.0,14.23,14.23,76.19,14.33,28734,24
2016-10-18,2016,10,2,2.0,0.0,0.0,1,1.0,12.12,12.0,68.75,24.1,32771,24
2016-10-19,2016,10,3,2.0,0.0,0.0,1,2.0,11.96,11.71,69.96,18.62,33673,24
2016-10-20,2016,10,4,2.0,0.0,0.0,1,3.0,11.88,11.62,77.98,13.98,32344,24
2016-10-21,2016,10,5,2.0,0.0,0.0,1,3.0,11.06,10.12,81.79,12.56,30567,24
2016-10-22,2016,10,6,2.0,0.0,1.0,0,3.0,10.5,10.17,79.6,8.31,26020,24
2016-10-23,2016,10,0,2.0,0.0,1.0,0,3.0,10.27,9.88,78.52,13.33,23553,24
2016-10-24,2016,10,1,2.0,0.0,0.0,1,2.0,11.67,11.33,74.71,11.17,30053,24
2016-10-25,2016,10,2,2.0,0.0,0.0,1,4.0,11.83,11.83,79.06,5.19,32992,24
2016-10-26,2016,10,3,2.0,0.0,0.0,1,2.0,13.48,13.48,81.79,11.81,34010,24
2016-10-27,2016,10,4,2.0,0.0,0.0,1,2.0,12.85,12.69,79.65,17.02,33888,24
2016-10-28,2016,10,5,2.0,0.0,0.0,1,4.0,14.56,14.56,74.77,13.5,33420,24
2016-10-29,2016,10,6,2.0,0.0,1.0,0,4.0,14.27,14.27,84.04,3.08,27785,24
2016-10-30,2016,10,0,2.0,0.0,1.0,0,4.0,11.14,11.1,94.17,5.09,23535,23
2016-10-31,2016,10,1,2.0,0.0,0.0,1,4.0,12.71,12.67,89.29,6.44,34461,24
2016-11-01,2016,11,2,2.0,0.0,0.0,1,3.0,10.46,10.1,86.56,8.58,32054,24
2016-11-02,2016,11,3,2.0,0.0,0.0,1,1.0,8.0,6.6,70.29,9.98,32038,24
2016-11-03,2016,11,4,2.0,0.0,0.0,1,1.0,7.92,6.65,72.02,9.88,30891,24
2016-11-04,2016,11,5,2.0,0.0,0.0,1,7.0,9.44,8.38,79.88,9.23,21932,24
2016-11-05,2016,11,6,2.0,0.0,1.0,0,3.0,7.04,4.15,74.81,17.1,19420,24
2016-11-06,2016,11,0,2.0,0.0,1.0,0,7.0,5.65,2.04,73.88,19.0,13406,24
2016-11-07,2016,11,1,2.0,0.0,0.0,1,2.0,6.77,3.77,76.56,16.77,17193,24
2016-11-08,2016,11,2,2.0,0.0,0.0,1,1.0,4.75,2.1,73.96,11.1,26147,24
2016-11-09,2016,11,3,2.0,0.0,0.0,1,7.0,7.65,4.67,85.29,18.88,18700,24
2016-11-10,2016,11,4,2.0,0.0,0.0,1,2.0,8.08,5.54,78.71,18.04,25830,24
2016-11-11,2016,11,5,2.0,0.0,0.0,1,1.0,7.33,5.67,74.27,9.48,27814,24
2016-11-12,2016,11,6,2.0,0.0,1.0,0,7.0,9.3,7.83,85.91,10.76,8990,23
2016-11-13,2016,11,0,2.0,0.0,1.0,0,1.0,8.65,7.5,83.52,8.33,19044,24
2016-11-14,2016,11,1,2.0,0.0,0.0,1,7.0,10.77,10.21,85.25,14.12,24618,24
2016-11-15,2016,11,2,2.0,0.0,0.0,1,3.0,14.27,14.27,87.56,16.83,28498,24
2016-11-16,2016,11,3,2.0,0.0,0.0,1,7.0,13.08,13.02,79.83,22.69,27439,24
2016-11-17,2016,11,4,2.0,0.0,0.0,1,7.0,10.08,7.88,70.58,22.58,27462,24
2016-11-18,2016,11,5,2.0,0.0,0.0,1,1.0,6.27,2.9,71.83,19.08,26594,24
2016-11-19,2016,11,6,2.0,0.0,1.0,0,7.0,5.71,2.42,79.71,16.79,18069,24
2016-11-20,2016,11,0,2.0,0.0,1.0,0,26.0,7.69,4.67,85.0,20.46,10613,24
2016-11-21,2016,11,1,2.0,0.0,0.0,1,7.0,9.98,9.0,86.42,16.73,19230,24
2016-11-22,2016,11,2,2.0,0.0,0.0,1,7.0,10.44,9.4,75.35,19.92,27422,24
2016-11-23,2016,11,3,2.0,0.0,0.0,1,2.0,9.04,7.94,84.15,10.81,28768,24
2016-11-24,2016,11,4,2.0,0.0,0.0,1,4.0,10.08,8.54,77.27,22.1,27941,24
2016-11-25,2016,11,5,2.0,0.0,0.0,1,1.0,8.21,6.15,70.31,16.02,27413,24
2016-11-26,2016,11,6,2.0,0.0,1.0,0,1.0,6.33,4.98,85.5,7.83,19581,24
2016-11-27,2016,11,0,2.0,0.0,1.0,0,7.0,7.54,5.79,77.75,10.73,15446,24
2016-11-28,2016,11,1,2.0,0.0,0.0,1,4.0,6.79,4.0,64.65,16.48,26765,24
2016-11-29,2016,11,2,2.0,0.0,0.0,1,1.0,3.06,1.62,76.62,6.83,27607,24
2016-11-30,2016,11,3,2.0,0.0,0.0,1,1.0,2.79,0.04,73.58,10.75,26934,24
2016-12-01,2016,12,4,3.0,0.0,0.0,1,1.0,4.4,1.52,72.96,12.46,26245,24
2016-12-02,2016,12,5,3.0,0.0,0.0,1,4.0,6.88,5.73,85.08,6.58,25991,24
2016-12-03,2016,12,6,3.0,0.0,1.0,0,4.0,6.56,4.29,75.92,13.35,17898,24
2016-12-04,2016,12,0,3.0,0.0,1.0,0,1.0,4.67,2.0,78.02,13.85,15267,24
2016-12-05,2016,12,1,3.0,0.0,0.0,1,1.0,3.62,2.06,90.5,7.0,26231,24
2016-12-06,2016,12,2,3.0,0.0,0.0,1,4.0,7.25,6.56,93.62,6.5,28095,24
2016-12-07,2016,12,3,3.0,0.0,0.0,1,1.0,12.1,12.06,83.56,12.79,29424,24
2016-12-08,2016,12,4,3.0,0.0,0.0,1,4.0,12.79,12.79,83.48,16.31,28366,24
2016-12-09,2016,12,5,3.0,0.0,0.0,1,4.0,13.12,13.12,85.42,14.31,29714,24
2016-12-10,2016,12,6,3.0,0.0,1.0,0,7.0,12.31,12.06,89.19,15.1,14832,24
2016-12-11,2016,12,0,3.0,0.0,1.0,0,2.0,8.0,5.56,86.58,15.27,17450,24
2016-12-12,2016,12,1,3.0,0.0,0.0,1,4.0,8.29,7.08,91.46,10.56,25275,24
2016-12-13,2016,12,2,3.0,0.0,0.0,1,3.0,11.62,11.38,90.75,9.96,26520,24
2016-12-14,2016,12,3,3.0,0.0,0.0,1,1.0,10.29,9.48,85.17,9.85,28861,24
2016-12-15,2016,12,4,3.0,0.0,0.0,1,4.0,9.0,7.52,89.54,11.75,28195,24
2016-12-16,2016,12,5,3.0,0.0,0.0,1,4.0,9.54,8.56,89.96,8.04,27621,24
2016-12-17,2016,12,6,3.0,0.0,1.0,0,4.0,7.42,6.46,95.94,6.21,17238,24
2016-12-18,2016,12,0,3.0,0.0,1.0,0,4.0,8.15,7.21,90.73,6.52,14970,24
2016-12-19,2016,12,1,3.0,0.0,0.0,1,4.0,7.19,6.02,88.4,7.46,23535,24
2016-12-20,2016,12,2,3.0,0.0,0.0,1,4.0,6.21,3.96,80.02,11.21,24864,24
2016-12-21,2016,12,3,3.0,0.0,0.0,1,7.0,10.31,9.31,83.33,17.17,23136,24
2016-12-22,2016,12,4,3.0,0.0,0.0,1,1.0,8.29,6.42,80.1,12.6,21461,24
2016-12-23,2016,12,5,3.0,0.0,0.0,1,4.0,9.92,8.88,84.67,21.29,14409,24
2016-12-24,2016,12,6,3.0,0.0,1.0,0,2.0,9.02,6.1,75.35,24.9,7890,24
2016-12-25,2016,12,0,3.0,0.0,1.0,0,4.0,12.5,12.5,79.42,27.67,36653,24
2016-12-26,2016,12,1,3.0,1.0,0.0,0,1.0,8.35,5.54,70.54,22.02,11455,24
2016-12-27,2016,12,2,3.0,1.0,0.0,0,1.0,4.19,2.46,81.92,7.5,10842,24
2016-12-28,2016,12,3,3.0,0.0,0.0,1,1.0,2.17,0.02,97.23,7.4,12428,24
2016-12-29,2016,12,4,3.0,0.0,0.0,1,1.0,3.77,2.44,89.98,6.06,14052,24
2016-12-30,2016,12,5,3.0,0.0,0.0,1,4.0,3.27,1.06,98.69,9.0,11566,24
2016-12-31,2016,12,6,3.0,0.0,1.0,0,4.0,7.44,5.04,90.96,13.31,11424,24
